id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Apical ectodermal ridge|Apical ectodermal ridge	Apical ectodermal ridge|Branchial arch mesenchyme	Apical ectodermal ridge|Cardiomyocytes	Apical ectodermal ridge|Cartilage precursors	Apical ectodermal ridge|Chondrocytes	Apical ectodermal ridge|Dermomyotome	Apical ectodermal ridge|Endothelial cells	Apical ectodermal ridge|Hind limb lateral plate mesoderm	Apical ectodermal ridge|Intermediate mesoderm	Apical ectodermal ridge|Lateral plate mesoderm	Apical ectodermal ridge|Limb bud mesenchyme	Apical ectodermal ridge|Limb bud mesoderm	Apical ectodermal ridge|Mesenchymal progenitors	Apical ectodermal ridge|Mesoderm	Apical ectodermal ridge|Muscle progenitors	Apical ectodermal ridge|Myocytes	Apical ectodermal ridge|Myotome	Apical ectodermal ridge|Osteoblasts	Apical ectodermal ridge|Osteoprogenitors	Apical ectodermal ridge|Perichondrium	Apical ectodermal ridge|Periosteum	Apical ectodermal ridge|Stromal cells	Apical ectodermal ridge|Vascular smooth muscle	Branchial arch mesenchyme|Apical ectodermal ridge	Branchial arch mesenchyme|Branchial arch mesenchyme	Branchial arch mesenchyme|Cardiomyocytes	Branchial arch mesenchyme|Cartilage precursors	Branchial arch mesenchyme|Chondrocytes	Branchial arch mesenchyme|Dermomyotome	Branchial arch mesenchyme|Endothelial cells	Branchial arch mesenchyme|Hind limb lateral plate mesoderm	Branchial arch mesenchyme|Intermediate mesoderm	Branchial arch mesenchyme|Lateral plate mesoderm	Branchial arch mesenchyme|Limb bud mesenchyme	Branchial arch mesenchyme|Limb bud mesoderm	Branchial arch mesenchyme|Mesenchymal progenitors	Branchial arch mesenchyme|Mesoderm	Branchial arch mesenchyme|Muscle progenitors	Branchial arch mesenchyme|Myocytes	Branchial arch mesenchyme|Myotome	Branchial arch mesenchyme|Osteoblasts	Branchial arch mesenchyme|Osteoprogenitors	Branchial arch mesenchyme|Perichondrium	Branchial arch mesenchyme|Periosteum	Branchial arch mesenchyme|Stromal cells	Branchial arch mesenchyme|Vascular smooth muscle	Cardiomyocytes|Apical ectodermal ridge	Cardiomyocytes|Branchial arch mesenchyme	Cardiomyocytes|Cardiomyocytes	Cardiomyocytes|Cartilage precursors	Cardiomyocytes|Chondrocytes	Cardiomyocytes|Dermomyotome	Cardiomyocytes|Endothelial cells	Cardiomyocytes|Hind limb lateral plate mesoderm	Cardiomyocytes|Intermediate mesoderm	Cardiomyocytes|Lateral plate mesoderm	Cardiomyocytes|Limb bud mesenchyme	Cardiomyocytes|Limb bud mesoderm	Cardiomyocytes|Mesenchymal progenitors	Cardiomyocytes|Mesoderm	Cardiomyocytes|Muscle progenitors	Cardiomyocytes|Myocytes	Cardiomyocytes|Myotome	Cardiomyocytes|Osteoblasts	Cardiomyocytes|Osteoprogenitors	Cardiomyocytes|Perichondrium	Cardiomyocytes|Periosteum	Cardiomyocytes|Stromal cells	Cardiomyocytes|Vascular smooth muscle	Cartilage precursors|Apical ectodermal ridge	Cartilage precursors|Branchial arch mesenchyme	Cartilage precursors|Cardiomyocytes	Cartilage precursors|Cartilage precursors	Cartilage precursors|Chondrocytes	Cartilage precursors|Dermomyotome	Cartilage precursors|Endothelial cells	Cartilage precursors|Hind limb lateral plate mesoderm	Cartilage precursors|Intermediate mesoderm	Cartilage precursors|Lateral plate mesoderm	Cartilage precursors|Limb bud mesenchyme	Cartilage precursors|Limb bud mesoderm	Cartilage precursors|Mesenchymal progenitors	Cartilage precursors|Mesoderm	Cartilage precursors|Muscle progenitors	Cartilage precursors|Myocytes	Cartilage precursors|Myotome	Cartilage precursors|Osteoblasts	Cartilage precursors|Osteoprogenitors	Cartilage precursors|Perichondrium	Cartilage precursors|Periosteum	Cartilage precursors|Stromal cells	Cartilage precursors|Vascular smooth muscle	Chondrocytes|Apical ectodermal ridge	Chondrocytes|Branchial arch mesenchyme	Chondrocytes|Cardiomyocytes	Chondrocytes|Cartilage precursors	Chondrocytes|Chondrocytes	Chondrocytes|Dermomyotome	Chondrocytes|Endothelial cells	Chondrocytes|Hind limb lateral plate mesoderm	Chondrocytes|Intermediate mesoderm	Chondrocytes|Lateral plate mesoderm	Chondrocytes|Limb bud mesenchyme	Chondrocytes|Limb bud mesoderm	Chondrocytes|Mesenchymal progenitors	Chondrocytes|Mesoderm	Chondrocytes|Muscle progenitors	Chondrocytes|Myocytes	Chondrocytes|Myotome	Chondrocytes|Osteoblasts	Chondrocytes|Osteoprogenitors	Chondrocytes|Perichondrium	Chondrocytes|Periosteum	Chondrocytes|Stromal cells	Chondrocytes|Vascular smooth muscle	Dermomyotome|Apical ectodermal ridge	Dermomyotome|Branchial arch mesenchyme	Dermomyotome|Cardiomyocytes	Dermomyotome|Cartilage precursors	Dermomyotome|Chondrocytes	Dermomyotome|Dermomyotome	Dermomyotome|Endothelial cells	Dermomyotome|Hind limb lateral plate mesoderm	Dermomyotome|Intermediate mesoderm	Dermomyotome|Lateral plate mesoderm	Dermomyotome|Limb bud mesenchyme	Dermomyotome|Limb bud mesoderm	Dermomyotome|Mesenchymal progenitors	Dermomyotome|Mesoderm	Dermomyotome|Muscle progenitors	Dermomyotome|Myocytes	Dermomyotome|Myotome	Dermomyotome|Osteoblasts	Dermomyotome|Osteoprogenitors	Dermomyotome|Perichondrium	Dermomyotome|Periosteum	Dermomyotome|Stromal cells	Dermomyotome|Vascular smooth muscle	Endothelial cells|Apical ectodermal ridge	Endothelial cells|Branchial arch mesenchyme	Endothelial cells|Cardiomyocytes	Endothelial cells|Cartilage precursors	Endothelial cells|Chondrocytes	Endothelial cells|Dermomyotome	Endothelial cells|Endothelial cells	Endothelial cells|Hind limb lateral plate mesoderm	Endothelial cells|Intermediate mesoderm	Endothelial cells|Lateral plate mesoderm	Endothelial cells|Limb bud mesenchyme	Endothelial cells|Limb bud mesoderm	Endothelial cells|Mesenchymal progenitors	Endothelial cells|Mesoderm	Endothelial cells|Muscle progenitors	Endothelial cells|Myocytes	Endothelial cells|Myotome	Endothelial cells|Osteoblasts	Endothelial cells|Osteoprogenitors	Endothelial cells|Perichondrium	Endothelial cells|Periosteum	Endothelial cells|Stromal cells	Endothelial cells|Vascular smooth muscle	Hind limb lateral plate mesoderm|Apical ectodermal ridge	Hind limb lateral plate mesoderm|Branchial arch mesenchyme	Hind limb lateral plate mesoderm|Cardiomyocytes	Hind limb lateral plate mesoderm|Cartilage precursors	Hind limb lateral plate mesoderm|Chondrocytes	Hind limb lateral plate mesoderm|Dermomyotome	Hind limb lateral plate mesoderm|Endothelial cells	Hind limb lateral plate mesoderm|Hind limb lateral plate mesoderm	Hind limb lateral plate mesoderm|Intermediate mesoderm	Hind limb lateral plate mesoderm|Lateral plate mesoderm	Hind limb lateral plate mesoderm|Limb bud mesenchyme	Hind limb lateral plate mesoderm|Limb bud mesoderm	Hind limb lateral plate mesoderm|Mesenchymal progenitors	Hind limb lateral plate mesoderm|Mesoderm	Hind limb lateral plate mesoderm|Muscle progenitors	Hind limb lateral plate mesoderm|Myocytes	Hind limb lateral plate mesoderm|Myotome	Hind limb lateral plate mesoderm|Osteoblasts	Hind limb lateral plate mesoderm|Osteoprogenitors	Hind limb lateral plate mesoderm|Perichondrium	Hind limb lateral plate mesoderm|Periosteum	Hind limb lateral plate mesoderm|Stromal cells	Hind limb lateral plate mesoderm|Vascular smooth muscle	Intermediate mesoderm|Apical ectodermal ridge	Intermediate mesoderm|Branchial arch mesenchyme	Intermediate mesoderm|Cardiomyocytes	Intermediate mesoderm|Cartilage precursors	Intermediate mesoderm|Chondrocytes	Intermediate mesoderm|Dermomyotome	Intermediate mesoderm|Endothelial cells	Intermediate mesoderm|Hind limb lateral plate mesoderm	Intermediate mesoderm|Intermediate mesoderm	Intermediate mesoderm|Lateral plate mesoderm	Intermediate mesoderm|Limb bud mesenchyme	Intermediate mesoderm|Limb bud mesoderm	Intermediate mesoderm|Mesenchymal progenitors	Intermediate mesoderm|Mesoderm	Intermediate mesoderm|Muscle progenitors	Intermediate mesoderm|Myocytes	Intermediate mesoderm|Myotome	Intermediate mesoderm|Osteoblasts	Intermediate mesoderm|Osteoprogenitors	Intermediate mesoderm|Perichondrium	Intermediate mesoderm|Periosteum	Intermediate mesoderm|Stromal cells	Intermediate mesoderm|Vascular smooth muscle	Lateral plate mesoderm|Apical ectodermal ridge	Lateral plate mesoderm|Branchial arch mesenchyme	Lateral plate mesoderm|Cardiomyocytes	Lateral plate mesoderm|Cartilage precursors	Lateral plate mesoderm|Chondrocytes	Lateral plate mesoderm|Dermomyotome	Lateral plate mesoderm|Endothelial cells	Lateral plate mesoderm|Hind limb lateral plate mesoderm	Lateral plate mesoderm|Intermediate mesoderm	Lateral plate mesoderm|Lateral plate mesoderm	Lateral plate mesoderm|Limb bud mesenchyme	Lateral plate mesoderm|Limb bud mesoderm	Lateral plate mesoderm|Mesenchymal progenitors	Lateral plate mesoderm|Mesoderm	Lateral plate mesoderm|Muscle progenitors	Lateral plate mesoderm|Myocytes	Lateral plate mesoderm|Myotome	Lateral plate mesoderm|Osteoblasts	Lateral plate mesoderm|Osteoprogenitors	Lateral plate mesoderm|Perichondrium	Lateral plate mesoderm|Periosteum	Lateral plate mesoderm|Stromal cells	Lateral plate mesoderm|Vascular smooth muscle	Limb bud mesenchyme|Apical ectodermal ridge	Limb bud mesenchyme|Branchial arch mesenchyme	Limb bud mesenchyme|Cardiomyocytes	Limb bud mesenchyme|Cartilage precursors	Limb bud mesenchyme|Chondrocytes	Limb bud mesenchyme|Dermomyotome	Limb bud mesenchyme|Endothelial cells	Limb bud mesenchyme|Hind limb lateral plate mesoderm	Limb bud mesenchyme|Intermediate mesoderm	Limb bud mesenchyme|Lateral plate mesoderm	Limb bud mesenchyme|Limb bud mesenchyme	Limb bud mesenchyme|Limb bud mesoderm	Limb bud mesenchyme|Mesenchymal progenitors	Limb bud mesenchyme|Mesoderm	Limb bud mesenchyme|Muscle progenitors	Limb bud mesenchyme|Myocytes	Limb bud mesenchyme|Myotome	Limb bud mesenchyme|Osteoblasts	Limb bud mesenchyme|Osteoprogenitors	Limb bud mesenchyme|Perichondrium	Limb bud mesenchyme|Periosteum	Limb bud mesenchyme|Stromal cells	Limb bud mesenchyme|Vascular smooth muscle	Limb bud mesoderm|Apical ectodermal ridge	Limb bud mesoderm|Branchial arch mesenchyme	Limb bud mesoderm|Cardiomyocytes	Limb bud mesoderm|Cartilage precursors	Limb bud mesoderm|Chondrocytes	Limb bud mesoderm|Dermomyotome	Limb bud mesoderm|Endothelial cells	Limb bud mesoderm|Hind limb lateral plate mesoderm	Limb bud mesoderm|Intermediate mesoderm	Limb bud mesoderm|Lateral plate mesoderm	Limb bud mesoderm|Limb bud mesenchyme	Limb bud mesoderm|Limb bud mesoderm	Limb bud mesoderm|Mesenchymal progenitors	Limb bud mesoderm|Mesoderm	Limb bud mesoderm|Muscle progenitors	Limb bud mesoderm|Myocytes	Limb bud mesoderm|Myotome	Limb bud mesoderm|Osteoblasts	Limb bud mesoderm|Osteoprogenitors	Limb bud mesoderm|Perichondrium	Limb bud mesoderm|Periosteum	Limb bud mesoderm|Stromal cells	Limb bud mesoderm|Vascular smooth muscle	Mesenchymal progenitors|Apical ectodermal ridge	Mesenchymal progenitors|Branchial arch mesenchyme	Mesenchymal progenitors|Cardiomyocytes	Mesenchymal progenitors|Cartilage precursors	Mesenchymal progenitors|Chondrocytes	Mesenchymal progenitors|Dermomyotome	Mesenchymal progenitors|Endothelial cells	Mesenchymal progenitors|Hind limb lateral plate mesoderm	Mesenchymal progenitors|Intermediate mesoderm	Mesenchymal progenitors|Lateral plate mesoderm	Mesenchymal progenitors|Limb bud mesenchyme	Mesenchymal progenitors|Limb bud mesoderm	Mesenchymal progenitors|Mesenchymal progenitors	Mesenchymal progenitors|Mesoderm	Mesenchymal progenitors|Muscle progenitors	Mesenchymal progenitors|Myocytes	Mesenchymal progenitors|Myotome	Mesenchymal progenitors|Osteoblasts	Mesenchymal progenitors|Osteoprogenitors	Mesenchymal progenitors|Perichondrium	Mesenchymal progenitors|Periosteum	Mesenchymal progenitors|Stromal cells	Mesenchymal progenitors|Vascular smooth muscle	Mesoderm|Apical ectodermal ridge	Mesoderm|Branchial arch mesenchyme	Mesoderm|Cardiomyocytes	Mesoderm|Cartilage precursors	Mesoderm|Chondrocytes	Mesoderm|Dermomyotome	Mesoderm|Endothelial cells	Mesoderm|Hind limb lateral plate mesoderm	Mesoderm|Intermediate mesoderm	Mesoderm|Lateral plate mesoderm	Mesoderm|Limb bud mesenchyme	Mesoderm|Limb bud mesoderm	Mesoderm|Mesenchymal progenitors	Mesoderm|Mesoderm	Mesoderm|Muscle progenitors	Mesoderm|Myocytes	Mesoderm|Myotome	Mesoderm|Osteoblasts	Mesoderm|Osteoprogenitors	Mesoderm|Perichondrium	Mesoderm|Periosteum	Mesoderm|Stromal cells	Mesoderm|Vascular smooth muscle	Muscle progenitors|Apical ectodermal ridge	Muscle progenitors|Branchial arch mesenchyme	Muscle progenitors|Cardiomyocytes	Muscle progenitors|Cartilage precursors	Muscle progenitors|Chondrocytes	Muscle progenitors|Dermomyotome	Muscle progenitors|Endothelial cells	Muscle progenitors|Hind limb lateral plate mesoderm	Muscle progenitors|Intermediate mesoderm	Muscle progenitors|Lateral plate mesoderm	Muscle progenitors|Limb bud mesenchyme	Muscle progenitors|Limb bud mesoderm	Muscle progenitors|Mesenchymal progenitors	Muscle progenitors|Mesoderm	Muscle progenitors|Muscle progenitors	Muscle progenitors|Myocytes	Muscle progenitors|Myotome	Muscle progenitors|Osteoblasts	Muscle progenitors|Osteoprogenitors	Muscle progenitors|Perichondrium	Muscle progenitors|Periosteum	Muscle progenitors|Stromal cells	Muscle progenitors|Vascular smooth muscle	Myocytes|Apical ectodermal ridge	Myocytes|Branchial arch mesenchyme	Myocytes|Cardiomyocytes	Myocytes|Cartilage precursors	Myocytes|Chondrocytes	Myocytes|Dermomyotome	Myocytes|Endothelial cells	Myocytes|Hind limb lateral plate mesoderm	Myocytes|Intermediate mesoderm	Myocytes|Lateral plate mesoderm	Myocytes|Limb bud mesenchyme	Myocytes|Limb bud mesoderm	Myocytes|Mesenchymal progenitors	Myocytes|Mesoderm	Myocytes|Muscle progenitors	Myocytes|Myocytes	Myocytes|Myotome	Myocytes|Osteoblasts	Myocytes|Osteoprogenitors	Myocytes|Perichondrium	Myocytes|Periosteum	Myocytes|Stromal cells	Myocytes|Vascular smooth muscle	Myotome|Apical ectodermal ridge	Myotome|Branchial arch mesenchyme	Myotome|Cardiomyocytes	Myotome|Cartilage precursors	Myotome|Chondrocytes	Myotome|Dermomyotome	Myotome|Endothelial cells	Myotome|Hind limb lateral plate mesoderm	Myotome|Intermediate mesoderm	Myotome|Lateral plate mesoderm	Myotome|Limb bud mesenchyme	Myotome|Limb bud mesoderm	Myotome|Mesenchymal progenitors	Myotome|Mesoderm	Myotome|Muscle progenitors	Myotome|Myocytes	Myotome|Myotome	Myotome|Osteoblasts	Myotome|Osteoprogenitors	Myotome|Perichondrium	Myotome|Periosteum	Myotome|Stromal cells	Myotome|Vascular smooth muscle	Osteoblasts|Apical ectodermal ridge	Osteoblasts|Branchial arch mesenchyme	Osteoblasts|Cardiomyocytes	Osteoblasts|Cartilage precursors	Osteoblasts|Chondrocytes	Osteoblasts|Dermomyotome	Osteoblasts|Endothelial cells	Osteoblasts|Hind limb lateral plate mesoderm	Osteoblasts|Intermediate mesoderm	Osteoblasts|Lateral plate mesoderm	Osteoblasts|Limb bud mesenchyme	Osteoblasts|Limb bud mesoderm	Osteoblasts|Mesenchymal progenitors	Osteoblasts|Mesoderm	Osteoblasts|Muscle progenitors	Osteoblasts|Myocytes	Osteoblasts|Myotome	Osteoblasts|Osteoblasts	Osteoblasts|Osteoprogenitors	Osteoblasts|Perichondrium	Osteoblasts|Periosteum	Osteoblasts|Stromal cells	Osteoblasts|Vascular smooth muscle	Osteoprogenitors|Apical ectodermal ridge	Osteoprogenitors|Branchial arch mesenchyme	Osteoprogenitors|Cardiomyocytes	Osteoprogenitors|Cartilage precursors	Osteoprogenitors|Chondrocytes	Osteoprogenitors|Dermomyotome	Osteoprogenitors|Endothelial cells	Osteoprogenitors|Hind limb lateral plate mesoderm	Osteoprogenitors|Intermediate mesoderm	Osteoprogenitors|Lateral plate mesoderm	Osteoprogenitors|Limb bud mesenchyme	Osteoprogenitors|Limb bud mesoderm	Osteoprogenitors|Mesenchymal progenitors	Osteoprogenitors|Mesoderm	Osteoprogenitors|Muscle progenitors	Osteoprogenitors|Myocytes	Osteoprogenitors|Myotome	Osteoprogenitors|Osteoblasts	Osteoprogenitors|Osteoprogenitors	Osteoprogenitors|Perichondrium	Osteoprogenitors|Periosteum	Osteoprogenitors|Stromal cells	Osteoprogenitors|Vascular smooth muscle	Perichondrium|Apical ectodermal ridge	Perichondrium|Branchial arch mesenchyme	Perichondrium|Cardiomyocytes	Perichondrium|Cartilage precursors	Perichondrium|Chondrocytes	Perichondrium|Dermomyotome	Perichondrium|Endothelial cells	Perichondrium|Hind limb lateral plate mesoderm	Perichondrium|Intermediate mesoderm	Perichondrium|Lateral plate mesoderm	Perichondrium|Limb bud mesenchyme	Perichondrium|Limb bud mesoderm	Perichondrium|Mesenchymal progenitors	Perichondrium|Mesoderm	Perichondrium|Muscle progenitors	Perichondrium|Myocytes	Perichondrium|Myotome	Perichondrium|Osteoblasts	Perichondrium|Osteoprogenitors	Perichondrium|Perichondrium	Perichondrium|Periosteum	Perichondrium|Stromal cells	Perichondrium|Vascular smooth muscle	Periosteum|Apical ectodermal ridge	Periosteum|Branchial arch mesenchyme	Periosteum|Cardiomyocytes	Periosteum|Cartilage precursors	Periosteum|Chondrocytes	Periosteum|Dermomyotome	Periosteum|Endothelial cells	Periosteum|Hind limb lateral plate mesoderm	Periosteum|Intermediate mesoderm	Periosteum|Lateral plate mesoderm	Periosteum|Limb bud mesenchyme	Periosteum|Limb bud mesoderm	Periosteum|Mesenchymal progenitors	Periosteum|Mesoderm	Periosteum|Muscle progenitors	Periosteum|Myocytes	Periosteum|Myotome	Periosteum|Osteoblasts	Periosteum|Osteoprogenitors	Periosteum|Perichondrium	Periosteum|Periosteum	Periosteum|Stromal cells	Periosteum|Vascular smooth muscle	Stromal cells|Apical ectodermal ridge	Stromal cells|Branchial arch mesenchyme	Stromal cells|Cardiomyocytes	Stromal cells|Cartilage precursors	Stromal cells|Chondrocytes	Stromal cells|Dermomyotome	Stromal cells|Endothelial cells	Stromal cells|Hind limb lateral plate mesoderm	Stromal cells|Intermediate mesoderm	Stromal cells|Lateral plate mesoderm	Stromal cells|Limb bud mesenchyme	Stromal cells|Limb bud mesoderm	Stromal cells|Mesenchymal progenitors	Stromal cells|Mesoderm	Stromal cells|Muscle progenitors	Stromal cells|Myocytes	Stromal cells|Myotome	Stromal cells|Osteoblasts	Stromal cells|Osteoprogenitors	Stromal cells|Perichondrium	Stromal cells|Periosteum	Stromal cells|Stromal cells	Stromal cells|Vascular smooth muscle	Vascular smooth muscle|Apical ectodermal ridge	Vascular smooth muscle|Branchial arch mesenchyme	Vascular smooth muscle|Cardiomyocytes	Vascular smooth muscle|Cartilage precursors	Vascular smooth muscle|Chondrocytes	Vascular smooth muscle|Dermomyotome	Vascular smooth muscle|Endothelial cells	Vascular smooth muscle|Hind limb lateral plate mesoderm	Vascular smooth muscle|Intermediate mesoderm	Vascular smooth muscle|Lateral plate mesoderm	Vascular smooth muscle|Limb bud mesenchyme	Vascular smooth muscle|Limb bud mesoderm	Vascular smooth muscle|Mesenchymal progenitors	Vascular smooth muscle|Mesoderm	Vascular smooth muscle|Muscle progenitors	Vascular smooth muscle|Myocytes	Vascular smooth muscle|Myotome	Vascular smooth muscle|Osteoblasts	Vascular smooth muscle|Osteoprogenitors	Vascular smooth muscle|Perichondrium	Vascular smooth muscle|Periosteum	Vascular smooth muscle|Stromal cells	Vascular smooth muscle|Vascular smooth muscle
CPI-SS0A7B487D4	KLRG2_WNT11	simple:A4D1S0	simple:O96014	KLRG2	WNT11	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
